"Year"	"Month"	"Day"	"TempMin"	"Matin.Piche"	"TempMax"	"Soir.Piche"	"Rainfall"	"Comments"	"Lacking"	"dates"	"julian"	"tminauto"	"tmaxauto"	"rainauto"	"tmine"	"tmaxe"	"raine"
2005	6	4	NA	14	32.7	14.9	2.6	""	"no"	2005-06-04	4Jun2005	NA	NA	NA	NA	32.7	2.6
2005	6	5	NA	15	32.3	16.1	0.2	""	"no"	2005-06-05	5Jun2005	NA	NA	NA	NA	32.3	0.2
2005	6	6	NA	16.1	32.8	17.3	0.1	""	"no"	2005-06-06	6Jun2005	NA	NA	NA	NA	32.8	0.1
2005	6	7	NA	0	32.7	1.1	0.9	""	"no"	2005-06-07	7Jun2005	NA	NA	NA	NA	32.7	0.9
2005	6	8	NA	1.1	33.5	2.1	0	""	"no"	2005-06-08	8Jun2005	NA	NA	NA	NA	33.5	0
2005	6	9	NA	2.1	32.6	2.8	5.4	""	"no"	2005-06-09	9Jun2005	NA	NA	NA	NA	32.6	5.4
2005	6	10	NA	2.8	32.5	4.1	0.2	""	"no"	2005-06-10	10Jun2005	NA	NA	NA	NA	32.5	0.2
2005	6	11	NA	4.2	30.7	4.6	23.2	""	"no"	2005-06-11	11Jun2005	NA	NA	NA	NA	30.7	23.2
2005	6	12	NA	4.7	33.2	5.7	0.3	""	"no"	2005-06-12	12Jun2005	NA	NA	NA	NA	33.2	0.3
2005	6	13	NA	5.8	NA	NA	0	""	"yes"	2005-06-13	13Jun2005	NA	NA	NA	NA	NA	0
2005	6	14	NA	NA	NA	NA	NA	""	"yes"	2005-06-14	14Jun2005	NA	NA	NA	NA	NA	NA
2005	6	15	NA	NA	NA	NA	NA	""	"yes"	2005-06-15	15Jun2005	NA	NA	NA	NA	NA	NA
2005	6	16	NA	NA	NA	NA	NA	""	"yes"	2005-06-16	16Jun2005	NA	NA	NA	NA	NA	NA
2005	6	17	NA	NA	NA	NA	NA	""	"yes"	2005-06-17	17Jun2005	NA	NA	NA	NA	NA	NA
2005	6	18	NA	NA	NA	NA	NA	""	"yes"	2005-06-18	18Jun2005	NA	NA	NA	NA	NA	NA
2005	6	19	NA	NA	NA	NA	NA	""	"yes"	2005-06-19	19Jun2005	NA	NA	NA	NA	NA	NA
2005	6	20	NA	NA	NA	NA	NA	""	"yes"	2005-06-20	20Jun2005	NA	NA	NA	NA	NA	NA
2005	6	21	NA	NA	NA	NA	NA	""	"yes"	2005-06-21	21Jun2005	NA	NA	NA	NA	NA	NA
2005	6	22	NA	NA	NA	NA	NA	""	"yes"	2005-06-22	22Jun2005	NA	NA	NA	NA	NA	NA
2005	6	23	NA	NA	NA	NA	NA	""	"yes"	2005-06-23	23Jun2005	NA	NA	NA	NA	NA	NA
2005	6	24	NA	NA	NA	NA	NA	""	"yes"	2005-06-24	24Jun2005	NA	NA	NA	NA	NA	NA
2005	6	25	NA	NA	NA	NA	NA	""	"yes"	2005-06-25	25Jun2005	NA	NA	NA	NA	NA	NA
2005	6	26	NA	NA	NA	NA	NA	""	"yes"	2005-06-26	26Jun2005	NA	NA	NA	NA	NA	NA
2005	6	27	NA	NA	NA	NA	NA	""	"yes"	2005-06-27	27Jun2005	NA	NA	NA	NA	NA	NA
2005	6	28	NA	NA	NA	NA	NA	""	"yes"	2005-06-28	28Jun2005	NA	NA	NA	NA	NA	NA
2005	6	29	NA	NA	NA	NA	NA	""	"yes"	2005-06-29	29Jun2005	NA	NA	NA	NA	NA	NA
2005	6	30	NA	NA	NA	NA	NA	""	"yes"	2005-06-30	30Jun2005	NA	NA	NA	NA	NA	NA
2005	7	1	NA	NA	NA	NA	NA	""	"yes"	2005-07-01	1Jul2005	NA	NA	NA	NA	NA	NA
2005	7	2	NA	NA	NA	NA	NA	""	"yes"	2005-07-02	2Jul2005	NA	NA	NA	NA	NA	NA
2005	7	3	NA	NA	NA	NA	NA	""	"yes"	2005-07-03	3Jul2005	NA	NA	NA	NA	NA	NA
2005	7	4	NA	NA	NA	NA	NA	""	"yes"	2005-07-04	4Jul2005	NA	NA	NA	NA	NA	NA
2005	7	5	NA	NA	NA	NA	NA	""	"yes"	2005-07-05	5Jul2005	NA	NA	NA	NA	NA	NA
2005	7	6	NA	NA	NA	NA	NA	""	"yes"	2005-07-06	6Jul2005	NA	NA	NA	NA	NA	NA
2005	7	7	NA	NA	NA	NA	NA	""	"yes"	2005-07-07	7Jul2005	NA	NA	NA	NA	NA	NA
2005	7	8	NA	NA	33.5	NA	167.9	""	"yes"	2005-07-08	8Jul2005	NA	NA	NA	NA	33.5	167.9
2005	7	9	NA	0	32	0.6	0.4	""	"no"	2005-07-09	9Jul2005	NA	NA	NA	NA	32	0.4
2005	7	10	21.8	0.7	27.5	1.1	2.4	""	"no"	2005-07-10	10Jul2005	NA	NA	NA	21.8	27.5	2.4
2005	7	11	21.5	1.2	31.3	2.1	1	""	"no"	2005-07-11	11Jul2005	NA	NA	NA	21.5	31.3	1
2005	7	12	21.3	2.2	32.5	3.3	0.4	""	"no"	2005-07-12	12Jul2005	NA	NA	NA	21.3	32.5	0.4
2005	7	13	21.5	3.4	32.2	4.2	14.2	""	"no"	2005-07-13	13Jul2005	NA	NA	NA	21.5	32.2	14.2
2005	7	14	21.2	4.3	30.3	4.6	10.8	""	"no"	2005-07-14	14Jul2005	NA	NA	NA	21.2	30.3	10.8
2005	7	15	21.3	4.7	30.2	5.2	1.7	""	"no"	2005-07-15	15Jul2005	NA	NA	NA	21.3	30.2	1.7
2005	7	16	NA	5.3	30.2	5.6	11.4	""	"no"	2005-07-16	16Jul2005	NA	NA	NA	NA	30.2	11.4
2005	7	17	NA	5.7	27.5	5.9	37.2	""	"no"	2005-07-17	17Jul2005	NA	NA	NA	NA	27.5	37.2
2005	7	18	NA	6	28.2	6.4	2.1	""	"no"	2005-07-18	18Jul2005	NA	NA	NA	NA	28.2	2.1
2005	7	19	NA	6.5	31.8	7.6	6.8	""	"no"	2005-07-19	19Jul2005	NA	NA	NA	NA	31.8	6.8
2005	7	20	NA	7.7	32	8.9	1.5	""	"no"	2005-07-20	20Jul2005	NA	NA	NA	NA	32	1.5
2005	7	21	NA	9	32.2	10.2	0.3	""	"no"	2005-07-21	21Jul2005	NA	NA	NA	NA	32.2	0.3
2005	7	22	NA	10.3	31.5	11.1	0.5	""	"no"	2005-07-22	22Jul2005	NA	NA	NA	NA	31.5	0.5
2005	7	23	NA	11.2	31.2	12	5.3	""	"no"	2005-07-23	23Jul2005	NA	NA	NA	NA	31.2	5.3
2005	7	24	NA	12.1	33	13.4	2	""	"no"	2005-07-24	24Jul2005	NA	NA	NA	NA	33	2
2005	7	25	NA	13.5	33.7	14.9	4	""	"no"	2005-07-25	25Jul2005	NA	NA	NA	NA	33.7	4
2005	7	26	NA	14.9	31.7	0.7	2.4	""	"no"	2005-07-26	26Jul2005	NA	NA	NA	NA	31.7	2.4
2005	7	27	NA	0.8	30.1	1.3	1.9	""	"no"	2005-07-27	27Jul2005	NA	NA	NA	NA	30.1	1.9
2005	7	28	NA	1.9	31.7	2.3	3.1	""	"no"	2005-07-28	28Jul2005	NA	NA	NA	NA	31.7	3.1
2005	7	29	NA	2.4	32.5	3.9	0.6	""	"no"	2005-07-29	29Jul2005	NA	NA	NA	NA	32.5	0.6
2005	7	30	NA	4	33.2	5.3	0	""	"no"	2005-07-30	30Jul2005	NA	NA	NA	NA	33.2	0
2005	7	31	NA	5.5	32.1	6.4	1.5	""	"no"	2005-07-31	31Jul2005	NA	NA	NA	NA	32.1	1.5
2005	8	1	23	6.4	32	6.9	0.1	""	"no"	2005-08-01	1Aug2005	NA	NA	NA	23	32	0.1
2005	8	2	22.8	7	31.5	7.9	7.6	""	"no"	2005-08-02	2Aug2005	NA	NA	NA	22.8	31.5	7.6
2005	8	3	22.9	7.9	30.2	8.3	12.3	""	"no"	2005-08-03	3Aug2005	NA	NA	NA	22.9	30.2	12.3
2005	8	4	21.3	8.3	31.1	9	9.5	""	"no"	2005-08-04	4Aug2005	NA	NA	NA	21.3	31.1	9.5
2005	8	5	22.1	9	33	10	3.6	""	"no"	2005-08-05	5Aug2005	NA	NA	NA	22.1	33	3.6
2005	8	6	23.3	10.1	32.5	11.3	0	""	"no"	2005-08-06	6Aug2005	NA	NA	NA	23.3	32.5	0
2005	8	7	23.4	11.4	33.5	12.8	0	""	"no"	2005-08-07	7Aug2005	NA	NA	NA	23.4	33.5	0
2005	8	8	22	13	30.5	13.7	16.7	""	"no"	2005-08-08	8Aug2005	NA	NA	NA	22	30.5	16.7
2005	8	9	22	13.7	30.8	14.1	36.1	""	"no"	2005-08-09	9Aug2005	NA	NA	NA	22	30.8	36.1
2005	8	10	21.6	14.2	31.1	14.8	2.1	""	"no"	2005-08-10	10Aug2005	NA	NA	NA	21.6	31.1	2.1
2005	8	11	22.1	14.8	32.7	1.1	0.1	""	"no"	2005-08-11	11Aug2005	NA	NA	NA	22.1	32.7	0.1
2005	8	12	22	1.1	32	1.8	2.5	""	"no"	2005-08-12	12Aug2005	NA	NA	NA	22	32	2.5
2005	8	13	21.7	1.9	32.5	2.6	5.9	""	"no"	2005-08-13	13Aug2005	NA	NA	NA	21.7	32.5	5.9
2005	8	14	20.9	2.7	34	4.1	0.2	""	"no"	2005-08-14	14Aug2005	NA	NA	NA	20.9	34	0.2
2005	8	15	22	4.2	34	5.4	2.2	""	"no"	2005-08-15	15Aug2005	NA	NA	NA	22	34	2.2
2005	8	16	21.2	5.5	29.9	6	2.2	""	"no"	2005-08-16	16Aug2005	NA	NA	NA	21.2	29.9	2.2
2005	8	17	21.6	6	31.1	6.7	5.7	""	"no"	2005-08-17	17Aug2005	NA	NA	NA	21.6	31.1	5.7
2005	8	18	21.2	6.7	32.6	7.8	2.8	""	"no"	2005-08-18	18Aug2005	NA	NA	NA	21.2	32.6	2.8
2005	8	19	21.5	7.8	32.1	8.7	0.4	""	"no"	2005-08-19	19Aug2005	NA	NA	NA	21.5	32.1	0.4
2005	8	20	21.9	8.7	33.6	10.2	0.1	""	"no"	2005-08-20	20Aug2005	NA	NA	NA	21.9	33.6	0.1
2005	8	21	23	10.4	34.1	11.5	1.6	""	"no"	2005-08-21	21Aug2005	NA	NA	NA	23	34.1	1.6
2005	8	22	22.4	11.6	34.1	12.8	13.9	""	"no"	2005-08-22	22Aug2005	NA	NA	NA	22.4	34.1	13.9
2005	8	23	22.7	12.8	33.6	14.3	2.9	""	"no"	2005-08-23	23Aug2005	NA	NA	NA	22.7	33.6	2.9
2005	8	24	22	14.3	35	16.3	0.2	""	"no"	2005-08-24	24Aug2005	NA	NA	NA	22	35	0.2
2005	8	25	21.4	0.9	34.2	2.4	0.1	""	"no"	2005-08-25	25Aug2005	NA	NA	NA	21.4	34.2	0.1
2005	8	26	21.7	2.5	34	3.6	13.3	""	"no"	2005-08-26	26Aug2005	NA	NA	NA	21.7	34	13.3
2005	8	27	21.2	3.6	33.6	5	3.6	""	"no"	2005-08-27	27Aug2005	NA	NA	NA	21.2	33.6	3.6
2005	8	28	21.3	5	32.7	6.6	15.3	""	"no"	2005-08-28	28Aug2005	NA	NA	NA	21.3	32.7	15.3
2005	8	29	21	6	33.6	7.6	0.4	""	"no"	2005-08-29	29Aug2005	NA	NA	NA	21	33.6	0.4
2005	8	30	21.3	7.7	32.7	8.5	11.7	""	"no"	2005-08-30	30Aug2005	NA	NA	NA	21.3	32.7	11.7
2005	8	31	22	8.5	33.8	9.7	9.2	""	"no"	2005-08-31	31Aug2005	NA	NA	NA	22	33.8	9.2
2005	9	1	21.7	9.7	33.5	11.4	0.2	""	"no"	2005-09-01	1Sep2005	NA	NA	NA	21.7	33.5	0.2
2005	9	2	22	11.7	33.2	13.4	0	""	"no"	2005-09-02	2Sep2005	NA	NA	NA	22	33.2	0
2005	9	3	22.1	13.6	33.6	15.1	0	""	"no"	2005-09-03	3Sep2005	NA	NA	NA	22.1	33.6	0
2005	9	4	21.8	15.2	34.7	1.5	4.2	""	"no"	2005-09-04	4Sep2005	NA	NA	NA	21.8	34.7	4.2
2005	9	5	21.1	1.6	33.8	3.1	0.1	""	"no"	2005-09-05	5Sep2005	NA	NA	NA	21.1	33.8	0.1
2005	9	6	21.9	3.3	34.6	5.2	0	""	"no"	2005-09-06	6Sep2005	NA	NA	NA	21.9	34.6	0
2005	9	7	22	5.3	34.7	7.3	0	""	"no"	2005-09-07	7Sep2005	NA	NA	NA	22	34.7	0
2005	9	8	21.7	7.4	34.1	9.3	1.4	""	"no"	2005-09-08	8Sep2005	NA	NA	NA	21.7	34.1	1.4
2005	9	9	22.5	9.5	34	11.3	0.1	""	"no"	2005-09-09	9Sep2005	NA	NA	NA	22.5	34	0.1
2005	9	10	22	11.5	34	13.6	0	""	"no"	2005-09-10	10Sep2005	NA	NA	NA	22	34	0
2005	9	11	23	13.7	34.2	16.2	0.1	""	"no"	2005-09-11	11Sep2005	NA	NA	NA	23	34.2	0.1
2005	9	12	21.7	16.4	34.7	2.2	0.1	""	"no"	2005-09-12	12Sep2005	NA	NA	NA	21.7	34.7	0.1
2005	9	13	21	2.3	34.5	4.6	0.2	""	"no"	2005-09-13	13Sep2005	NA	NA	NA	21	34.5	0.2
2005	9	14	23	4.7	33.5	6.5	0	""	"no"	2005-09-14	14Sep2005	NA	NA	NA	23	33.5	0
2005	9	15	22.5	6.7	34	8.4	0	""	"no"	2005-09-15	15Sep2005	NA	NA	NA	22.5	34	0
2005	9	16	24.2	8.6	35.6	10.9	0	""	"no"	2005-09-16	16Sep2005	NA	NA	NA	24.2	35.6	0
2005	9	17	22.3	11	35	13	0.8	""	"no"	2005-09-17	17Sep2005	NA	NA	NA	22.3	35	0.8
2005	9	18	22.5	13.2	35.6	15.3	0	""	"no"	2005-09-18	18Sep2005	NA	NA	NA	22.5	35.6	0
2005	9	19	24.2	15.6	36	1.9	12.2	""	"no"	2005-09-19	19Sep2005	NA	NA	NA	24.2	36	12.2
2005	9	20	23.5	1.9	34	3.6	0.3	""	"no"	2005-09-20	20Sep2005	NA	NA	NA	23.5	34	0.3
2005	9	21	23	3.8	34.8	6.1	0	""	"no"	2005-09-21	21Sep2005	NA	NA	NA	23	34.8	0
2005	9	22	21.5	6.3	36.1	8.8	0.2	""	"no"	2005-09-22	22Sep2005	NA	NA	NA	21.5	36.1	0.2
2005	9	23	23.5	9.2	36.5	11	0	""	"no"	2005-09-23	23Sep2005	NA	NA	NA	23.5	36.5	0
2005	9	24	21.7	11.3	36	13.5	0	""	"no"	2005-09-24	24Sep2005	NA	NA	NA	21.7	36	0
2005	9	25	22	13.8	36.1	2.3	0	""	"no"	2005-09-25	25Sep2005	NA	NA	NA	22	36.1	0
2005	9	26	22.1	2.5	36.7	5.1	0	""	"no"	2005-09-26	26Sep2005	NA	NA	NA	22.1	36.7	0
2005	9	27	21	5.4	36.2	8.5	0.1	""	"no"	2005-09-27	27Sep2005	NA	NA	NA	21	36.2	0.1
2005	9	28	21.1	8.9	35.5	11.7	0	""	"no"	2005-09-28	28Sep2005	NA	NA	NA	21.1	35.5	0
2005	9	29	20.6	11.8	36.8	14.7	0	""	"no"	2005-09-29	29Sep2005	NA	NA	NA	20.6	36.8	0
2005	9	30	21.5	14.8	37.5	2.7	0	""	"no"	2005-09-30	30Sep2005	NA	NA	NA	21.5	37.5	0
2005	10	1	23	3	37.5	5.8	0	""	"no"	2005-10-01	1Oct2005	NA	NA	NA	23	37.5	0
2005	10	2	23.6	6.2	36.3	8.5	0.5	""	"no"	2005-10-02	2Oct2005	NA	NA	NA	23.6	36.3	0.5
2005	10	3	22.7	8.7	36	11.6	0	""	"no"	2005-10-03	3Oct2005	NA	NA	NA	22.7	36	0
2005	10	4	22.3	11.9	35.4	13.9	0.8	""	"no"	2005-10-04	4Oct2005	NA	NA	NA	22.3	35.4	0.8
2005	10	5	22.5	14.1	36.5	16.6	0	""	"no"	2005-10-05	5Oct2005	NA	NA	NA	22.5	36.5	0
2005	10	6	22.9	16.8	35.6	1.8	0.8	""	"no"	2005-10-06	6Oct2005	NA	NA	NA	22.9	35.6	0.8
2005	10	7	23.6	2	35.7	5.1	0	""	"no"	2005-10-07	7Oct2005	NA	NA	NA	23.6	35.7	0
2005	10	8	22.5	5.4	34.5	7.1	5.8	""	"no"	2005-10-08	8Oct2005	NA	NA	NA	22.5	34.5	5.8
2005	10	9	21.8	7.1	35.1	8.4	0.2	""	"no"	2005-10-09	9Oct2005	NA	NA	NA	21.8	35.1	0.2
2005	10	10	21.5	8.5	34.4	10	0.1	""	"no"	2005-10-10	10Oct2005	NA	NA	NA	21.5	34.4	0.1
2005	10	11	21.5	10.1	36	12.4	0.1	""	"no"	2005-10-11	11Oct2005	NA	NA	NA	21.5	36	0.1
2005	10	12	22.3	12.5	32	13.9	0	""	"no"	2005-10-12	12Oct2005	NA	NA	NA	22.3	32	0
2005	10	13	22.1	14	36.8	16.3	0	""	"no"	2005-10-13	13Oct2005	NA	NA	NA	22.1	36.8	0
2005	10	14	23.1	16.4	36	3.3	0	""	"no"	2005-10-14	14Oct2005	NA	NA	NA	23.1	36	0
2005	10	15	22.5	3.4	35.6	6.8	0	""	"no"	2005-10-15	15Oct2005	NA	NA	NA	22.5	35.6	0
2005	10	16	22.1	6.9	34.8	10.7	0	""	"no"	2005-10-16	16Oct2005	NA	NA	NA	22.1	34.8	0
2005	10	17	22	10.9	35.6	14.2	0	""	"no"	2005-10-17	17Oct2005	NA	NA	NA	22	35.6	0
2005	10	18	22.5	14.5	36.1	3.2	0	""	"no"	2005-10-18	18Oct2005	NA	NA	NA	22.5	36.1	0
2005	10	19	22.2	3.3	36.6	6.1	0.3	""	"no"	2005-10-19	19Oct2005	NA	NA	NA	22.2	36.6	0.3
2005	10	20	22.2	6.3	34.7	7.8	2.7	""	"no"	2005-10-20	20Oct2005	NA	NA	NA	22.2	34.7	2.7
2005	10	21	22	7.9	36	10.3	0.1	""	"no"	2005-10-21	21Oct2005	NA	NA	NA	22	36	0.1
2005	10	22	22.9	10.4	36.7	12.4	0.3	""	"no"	2005-10-22	22Oct2005	NA	NA	NA	22.9	36.7	0.3
2005	10	23	22	12.4	35.5	14.5	1.5	""	"no"	2005-10-23	23Oct2005	NA	NA	NA	22	35.5	1.5
2005	10	24	21.9	14.6	36.3	2.3	0.2	""	"no"	2005-10-24	24Oct2005	NA	NA	NA	21.9	36.3	0.2
2005	10	25	22.4	2.6	36.4	5.2	0.2	""	"no"	2005-10-25	25Oct2005	NA	NA	NA	22.4	36.4	0.2
2005	10	26	23	5.4	37.6	7.6	2.1	""	"no"	2005-10-26	26Oct2005	NA	NA	NA	23	37.6	2.1
2005	10	27	22.2	7.7	33.7	9.2	0.7	""	"no"	2005-10-27	27Oct2005	NA	NA	NA	22.2	33.7	0.7
2005	10	28	22	9.3	35.3	12	0.2	""	"no"	2005-10-28	28Oct2005	NA	NA	NA	22	35.3	0.2
2005	10	29	22.3	12.2	36.1	14.7	0.1	""	"no"	2005-10-29	29Oct2005	NA	NA	NA	22.3	36.1	0.1
2005	10	30	22.5	14.9	33.9	1.5	0.5	""	"no"	2005-10-30	30Oct2005	NA	NA	NA	22.5	33.9	0.5
2005	10	31	22	1.7	35.4	3.1	1.6	""	"no"	2005-10-31	31Oct2005	NA	NA	NA	22	35.4	1.6
2005	11	1	23.5	3.2	35.5	5.8	1	""	"no"	2005-11-01	1Nov2005	NA	NA	NA	23.5	35.5	1
2005	11	2	21.7	5.9	36.3	8	1.2	""	"no"	2005-11-02	2Nov2005	NA	NA	NA	21.7	36.3	1.2
2005	11	3	22.7	8.2	33.7	9.7	0.8	""	"no"	2005-11-03	3Nov2005	NA	NA	NA	22.7	33.7	0.8
2005	11	4	22.5	9.8	34.7	11.5	28.6	""	"no"	2005-11-04	4Nov2005	NA	NA	NA	22.5	34.7	28.6
2005	11	5	23	11.6	33.8	13.2	7	""	"no"	2005-11-05	5Nov2005	NA	NA	NA	23	33.8	7
2005	11	6	22	13.2	33.6	14.9	0.2	""	"no"	2005-11-06	6Nov2005	NA	NA	NA	22	33.6	0.2
2005	11	7	21.6	15	35.2	2.1	0.1	""	"no"	2005-11-07	7Nov2005	NA	NA	NA	21.6	35.2	0.1
2005	11	8	22.9	2.3	35.6	4.3	0	""	"no"	2005-11-08	8Nov2005	NA	NA	NA	22.9	35.6	0
2005	11	9	22.9	4.4	35	6.8	0	""	"no"	2005-11-09	9Nov2005	NA	NA	NA	22.9	35	0
2005	11	10	22.1	7.1	35.7	9.7	0	""	"no"	2005-11-10	10Nov2005	NA	NA	NA	22.1	35.7	0
2005	11	11	22.7	10.1	36.5	13	0	""	"no"	2005-11-11	11Nov2005	NA	NA	NA	22.7	36.5	0
2005	11	12	22.5	13.1	35.6	15.4	0	""	"no"	2005-11-12	12Nov2005	NA	NA	NA	22.5	35.6	0
2005	11	13	22.7	15.6	35.1	2.4	0	""	"no"	2005-11-13	13Nov2005	NA	NA	NA	22.7	35.1	0
2005	11	14	24	2.6	35.1	4.4	1.3	""	"no"	2005-11-14	14Nov2005	NA	NA	NA	24	35.1	1.3
2005	11	15	22.8	4.6	35.2	6.8	0.6	""	"no"	2005-11-15	15Nov2005	NA	NA	NA	22.8	35.2	0.6
2005	11	16	22.5	6.9	34	8.4	3.5	""	"no"	2005-11-16	16Nov2005	NA	NA	NA	22.5	34	3.5
2005	11	17	22	8.5	35.5	10.4	0.3	""	"no"	2005-11-17	17Nov2005	NA	NA	NA	22	35.5	0.3
2005	11	18	21.9	10.5	34.5	12.4	0.3	""	"no"	2005-11-18	18Nov2005	NA	NA	NA	21.9	34.5	0.3
2005	11	19	24	12.6	34.8	15.4	0	""	"no"	2005-11-19	19Nov2005	NA	NA	NA	24	34.8	0
2005	11	20	23.5	15.5	31.9	0.9	9.1	""	"no"	2005-11-20	20Nov2005	NA	NA	NA	23.5	31.9	9.1
2005	11	21	24	1	35.5	2.8	22.7	""	"no"	2005-11-21	21Nov2005	NA	NA	NA	24	35.5	22.7
2005	11	22	22.8	2.9	34	4.1	0.3	""	"no"	2005-11-22	22Nov2005	NA	NA	NA	22.8	34	0.3
2005	11	23	22.5	4.2	34.9	5.4	0.3	""	"no"	2005-11-23	23Nov2005	NA	NA	NA	22.5	34.9	0.3
2005	11	24	21.6	5.4	34.8	7.3	1.9	""	"no"	2005-11-24	24Nov2005	NA	NA	NA	21.6	34.8	1.9
2005	11	25	21.9	7.4	34.7	9.1	0.1	""	"no"	2005-11-25	25Nov2005	NA	NA	NA	21.9	34.7	0.1
2005	11	26	21.5	9.2	35.5	11.4	0	""	"no"	2005-11-26	26Nov2005	NA	NA	NA	21.5	35.5	0
2005	11	27	23.2	11.6	35.5	13.5	1	""	"no"	2005-11-27	27Nov2005	NA	NA	NA	23.2	35.5	1
2005	11	28	24.1	13.6	33.1	15	1.1	""	"no"	2005-11-28	28Nov2005	NA	NA	NA	24.1	33.1	1.1
2005	11	29	23.2	15	35	2.1	0.1	""	"no"	2005-11-29	29Nov2005	NA	NA	NA	23.2	35	0.1
2005	11	30	22.2	2.4	33.7	4.6	0	""	"no"	2005-11-30	30Nov2005	NA	NA	NA	22.2	33.7	0
2005	12	1	22.9	4.9	33	5.7	10.5	""	"no"	2005-12-01	1Dec2005	NA	NA	NA	22.9	33	10.5
2005	12	2	23	5.8	31.3	6.5	2.6	""	"no"	2005-12-02	2Dec2005	NA	NA	NA	23	31.3	2.6
2005	12	3	23	6.5	31.7	7	9.9	""	"no"	2005-12-03	3Dec2005	NA	NA	NA	23	31.7	9.9
2005	12	4	21.9	7	31	7.5	2.9	""	"no"	2005-12-04	4Dec2005	NA	NA	NA	21.9	31	2.9
2005	12	5	22.9	7.6	32.2	8.1	8.7	""	"no"	2005-12-05	5Dec2005	NA	NA	NA	22.9	32.2	8.7
2005	12	6	21.8	8.1	31.8	8.7	3.6	""	"no"	2005-12-06	6Dec2005	NA	NA	NA	21.8	31.8	3.6
2005	12	7	21.9	8.8	32.6	10.1	0.2	""	"no"	2005-12-07	7Dec2005	NA	NA	NA	21.9	32.6	0.2
2005	12	8	21.6	10.2	32.8	11.3	0.3	""	"no"	2005-12-08	8Dec2005	NA	NA	NA	21.6	32.8	0.3
2005	12	9	22.9	11.4	30.8	12.2	6.6	""	"no"	2005-12-09	9Dec2005	NA	NA	NA	22.9	30.8	6.6
2005	12	10	22.6	12.2	NA	NA	0.1	""	"no"	2005-12-10	10Dec2005	NA	NA	NA	22.6	NA	0.1
2005	12	11	NA	NA	NA	NA	NA	""	"yes"	2005-12-11	11Dec2005	NA	NA	NA	NA	NA	NA
2005	12	12	NA	NA	NA	NA	NA	""	"yes"	2005-12-12	12Dec2005	NA	NA	NA	NA	NA	NA
2005	12	13	NA	NA	NA	NA	NA	""	"yes"	2005-12-13	13Dec2005	NA	NA	NA	NA	NA	NA
2005	12	14	NA	NA	NA	NA	NA	""	"yes"	2005-12-14	14Dec2005	NA	NA	NA	NA	NA	NA
2005	12	15	NA	NA	NA	NA	NA	""	"yes"	2005-12-15	15Dec2005	NA	NA	NA	NA	NA	NA
2005	12	16	NA	NA	NA	NA	NA	""	"yes"	2005-12-16	16Dec2005	NA	NA	NA	NA	NA	NA
2005	12	17	NA	NA	NA	NA	NA	""	"yes"	2005-12-17	17Dec2005	NA	NA	NA	NA	NA	NA
2005	12	18	NA	NA	NA	NA	NA	""	"yes"	2005-12-18	18Dec2005	NA	NA	NA	NA	NA	NA
2005	12	19	NA	NA	NA	NA	NA	""	"yes"	2005-12-19	19Dec2005	NA	NA	NA	NA	NA	NA
2005	12	20	NA	NA	NA	NA	NA	""	"yes"	2005-12-20	20Dec2005	NA	NA	NA	NA	NA	NA
2005	12	21	NA	NA	NA	NA	NA	""	"yes"	2005-12-21	21Dec2005	NA	NA	NA	NA	NA	NA
2005	12	22	NA	NA	NA	NA	NA	""	"yes"	2005-12-22	22Dec2005	NA	NA	NA	NA	NA	NA
2005	12	23	NA	NA	NA	NA	NA	""	"yes"	2005-12-23	23Dec2005	NA	NA	NA	NA	NA	NA
2005	12	24	NA	NA	NA	NA	NA	""	"yes"	2005-12-24	24Dec2005	NA	NA	NA	NA	NA	NA
2005	12	25	NA	NA	NA	NA	NA	""	"yes"	2005-12-25	25Dec2005	NA	NA	NA	NA	NA	NA
2005	12	26	NA	NA	NA	NA	NA	""	"yes"	2005-12-26	26Dec2005	NA	NA	NA	NA	NA	NA
2005	12	27	NA	NA	NA	NA	NA	""	"yes"	2005-12-27	27Dec2005	NA	NA	NA	NA	NA	NA
2005	12	28	NA	NA	NA	NA	NA	""	"yes"	2005-12-28	28Dec2005	NA	NA	NA	NA	NA	NA
2005	12	29	NA	NA	NA	NA	NA	""	"yes"	2005-12-29	29Dec2005	NA	NA	NA	NA	NA	NA
2005	12	30	NA	NA	NA	NA	NA	""	"yes"	2005-12-30	30Dec2005	NA	NA	NA	NA	NA	NA
2005	12	31	NA	NA	NA	NA	NA	""	"yes"	2005-12-31	31Dec2005	NA	NA	NA	NA	NA	NA
2006	1	1	NA	NA	NA	NA	NA	""	"yes"	2006-01-01	1Jan2006	NA	NA	NA	NA	NA	NA
2006	1	2	NA	NA	NA	NA	NA	""	"yes"	2006-01-02	2Jan2006	NA	NA	NA	NA	NA	NA
2006	1	3	NA	NA	NA	NA	NA	""	"yes"	2006-01-03	3Jan2006	NA	NA	NA	NA	NA	NA
2006	1	4	NA	NA	NA	NA	NA	""	"yes"	2006-01-04	4Jan2006	NA	NA	NA	NA	NA	NA
2006	1	5	NA	NA	NA	NA	NA	""	"yes"	2006-01-05	5Jan2006	NA	NA	NA	NA	NA	NA
2006	1	6	NA	NA	NA	NA	NA	""	"yes"	2006-01-06	6Jan2006	NA	NA	NA	NA	NA	NA
